rank,profile_id,rating,name,highest_rating,streak,lowest_streak,highest_streak,games,wins,losses,drops,last_match,last_match_time
33518,774562,762,yulimarun,843.0,2,-4.0,3.0,40,17,23,0,1594302534,1594302534
33519,768343,762,marquinho,806.0,-2,-4.0,6.0,33,15,18,0,1594694433,1594694433
33520,751954,762,Athedge,872.0,1,-15.0,6.0,138,64,74,2,1594457506,1594457506
33521,3042127,762,Tommy,841.0,-1,-4.0,1.0,17,5,12,0,1594650151,1594650151
33522,2878052,762,hagag,835.0,-4,-4.0,2.0,21,7,14,0,1594670986,1594670986
33523,2876483,762,FCG,904.0,2,-6.0,3.0,44,18,26,1,1594658841,1594658841
33524,2823924,762,SoohDaws93,829.0,1,-5.0,2.0,25,9,16,0,1593910185,1593910185
33525,2804907,762,WillSpencer,813.0,1,-3.0,3.0,43,19,24,0,1594668656,1594668656
33526,2754868,762,Smiff17,824.0,-3,-3.0,-1.0,12,3,9,0,1594337826,1594337826
33527,2707383,762,marcio.bolinha,763.0,3,-8.0,5.0,195,91,104,7,1594336498,1594336498
33528,2647942,762,flouwers,839.0,1,-3.0,1.0,17,5,12,0,1594209114,1594209114
33529,2627642,762,Ptit90Official,785.0,1,-4.0,5.0,26,11,15,0,1594674193,1594674193
33530,2610600,762,BlackMac,859.0,-1,-5.0,3.0,56,24,32,2,1594423158,1594423158
33531,399956,762,guldknekten,903.0,-2,-5.0,3.0,20,6,14,2,1594575892,1594575892
33532,2580644,762,Crafter,780.0,-1,-6.0,3.0,38,17,21,0,1594497508,1594497508
33533,2551441,762,Splendide mendax,1022.0,-5,-5.0,2.0,32,10,22,0,1594021994,1594021994
33534,2536436,762,pbpalumbo,882.0,-1,-3.0,1.0,21,6,15,0,1592537921,1592537921
33535,125331,762,barisunlu,832.0,1,-10.0,5.0,232,111,121,24,1594150532,1594150532
33536,2488751,762,MIKOU,792.0,2,-3.0,2.0,25,10,15,0,1594582716,1594582716
33537,2267258,762,Igger,860.0,-1,-4.0,3.0,30,11,19,1,1592760258,1592760258
33538,2262916,762,Tittohh,938.0,-10,-10.0,-4.0,16,4,12,0,1594322714,1594322714
33539,2257534,762,sandrolotici,877.0,3,-6.0,4.0,127,59,68,2,1593138342,1593138342
33540,2251596,762,Cavalier,909.0,2,-11.0,5.0,161,80,81,3,1594676168,1594676168
33541,2209652,762,Oathbreaker007,940.0,-4,-5.0,2.0,34,12,22,0,1593808919,1593808919
33542,2209518,762,JPF,919.0,-2,-6.0,4.0,61,25,36,0,1594691108,1594691108
33543,366563,762,belanda87,907.0,1,-5.0,3.0,82,36,46,1,1594693059,1594693059
33544,2185828,762,oOlukemooreOo,762.0,1,1.0,1.0,10,2,8,0,1593054728,1593054728
33545,2182292,762,hwork22,938.0,-1,-8.0,1.0,22,6,16,1,1594595284,1594595284
33546,2105353,762,Tashtings,920.0,-1,-4.0,3.0,64,27,37,2,1594684112,1594684112
33547,2033999,762,gkergkduman,889.0,-2,-3.0,2.0,46,18,28,0,1594563626,1594563626
33548,1972407,762,Dutchess,808.0,-1,-4.0,4.0,87,42,45,2,1594570271,1594570271
33549,1961056,762,Sir Rorra,803.0,2,-3.0,2.0,15,5,10,0,1594528275,1594528275
33550,1959871,762,aliu,870.0,-7,-7.0,4.0,28,10,18,0,1593736845,1593736845
33551,1942385,762,francisco.martinez,927.0,-1,-6.0,2.0,25,8,17,0,1593821204,1593821204
33552,1703876,762,HilariousPie11,833.0,1,-7.0,4.0,81,34,47,2,1593181468,1593181468
33553,1658810,762,Henrik,891.0,1,-6.0,6.0,360,176,184,7,1594459706,1594459706
33554,1175855,762,jujudidier,907.0,-6,-6.0,1.0,18,5,13,0,1593611200,1593611200
33555,1403350,762,StayedMercury28,762.0,-5,-5.0,-5.0,10,2,8,0,1594650654,1594650654
33556,285388,761,st0n3dCabbag3,792.0,1,-8.0,1.0,13,4,9,0,1592749967,1592749967
33557,1135671,761,Libertador VII,891.0,-3,-5.0,4.0,27,8,19,1,1593880212,1593880212
33558,823907,761,Vlado,997.0,3,-8.0,4.0,50,19,31,1,1594592721,1594592721
33559,810085,761,Voodoo.EE,922.0,-1,-6.0,4.0,66,28,38,1,1593553885,1593553885
33560,2972583,761,Soxs,843.0,-1,-6.0,2.0,27,10,17,0,1594657841,1594657841
33561,2927919,761,Alb,828.0,1,-6.0,6.0,47,21,26,0,1594633203,1594633203
33562,2883681,761,Momanga,863.0,1,-8.0,9.0,301,148,153,9,1594177677,1594177677
33563,2858173,761,Exense,907.0,1,-6.0,3.0,40,16,24,0,1594658590,1594658590
33564,2827489,761,DZ Amine,877.0,-2,-5.0,7.0,119,55,64,3,1594638041,1594638041
33565,2774636,761,BabySeal34,793.0,-1,-5.0,5.0,50,24,26,0,1594298252,1594298252
33566,2751044,761,Anton,990.0,-2,-7.0,3.0,33,11,22,0,1593354275,1593354275
33567,2685793,761,Matie De Tri,854.0,-3,-4.0,3.0,25,9,16,0,1594578170,1594578170
33568,2634720,761,XZcasd,986.0,12,-26.0,12.0,727,355,372,12,1594471587,1594471587
33569,2582510,761,[COL] _manu,839.0,-3,-7.0,8.0,252,123,129,14,1592587835,1592587835
33570,2480055,761,CanutoVoid,903.0,-6,-6.0,-1.0,15,4,11,1,1592701032,1592701032
33571,2212588,761,PrestoMink31954,952.0,1,-13.0,6.0,129,59,70,13,1594592983,1594592983
33572,2134621,761,dtbb80,899.0,-1,-6.0,5.0,125,58,67,0,1593410214,1593410214
33573,2082571,761,I kill you,825.0,-2,-8.0,9.0,63,30,33,0,1593638160,1593638160
33574,1978842,761,danilove,871.0,1,-4.0,2.0,26,9,17,1,1594338213,1594338213
33575,348185,761,Vexthil,899.0,-3,-5.0,7.0,158,75,83,10,1594681502,1594681502
33576,1927572,761,marcelothefratello,776.0,-1,-6.0,5.0,44,21,23,1,1594132519,1594132519
33577,1841882,761,Lord Farquhar,987.0,-2,-9.0,5.0,49,19,30,2,1594503553,1594503553
33578,1704002,761,forb,803.0,2,-6.0,5.0,82,40,42,4,1594652578,1594652578
33579,1628020,761,노진규,819.0,1,-6.0,6.0,145,69,76,3,1594471027,1594471027
33580,1576209,761,Alrightwhosgotgear,808.0,-1,-10.0,6.0,24,9,15,0,1594349005,1594349005
33581,1208700,761,Eraser1888,827.0,-4,-10.0,5.0,81,39,42,2,1593726910,1593726910
33582,1129715,760,FaizMeister,841.0,-1,-7.0,1.0,17,5,12,0,1592672158,1592672158
33583,1096883,760,Alladrios,833.0,1,-12.0,8.0,144,72,72,5,1593017722,1593017722
33584,591411,760,Golden Age,836.0,-4,-6.0,8.0,143,68,75,1,1593606141,1593606141
33585,2798461,760,JediNacho61,963.0,-3,-6.0,2.0,30,9,21,0,1594345241,1594345241
33586,2762638,760,mmartinezgaletovic,936.0,-2,-7.0,4.0,31,11,20,0,1594532745,1594532745
33587,2651871,760,elchini93,783.0,-1,-1.0,2.0,16,6,10,0,1592800826,1592800826
33588,2644699,760,BrainiacMinatory,776.0,-1,-3.0,5.0,26,11,15,0,1592579263,1592579263
33589,2644490,760,MR LUCHO,909.0,-2,-6.0,4.0,70,29,41,0,1594682687,1594682687
33590,2643080,760,DESTRUCTOR,935.0,-2,-7.0,4.0,37,13,24,3,1594604051,1594604051
33591,2535141,760,m4rco_g,846.0,-5,-7.0,3.0,22,7,15,0,1593728677,1593728677
33592,2523335,760,Mona,935.0,-3,-4.0,2.0,21,6,15,0,1593018580,1593018580
33593,2497038,760,mauzdeschnauz,783.0,-1,-5.0,5.0,33,14,19,1,1592349350,1592349350
33594,2400560,760,grosviktor,859.0,1,-8.0,4.0,34,13,21,0,1592852999,1592852999
33595,2185975,760,feeroz.maqsudi,808.0,-1,-7.0,4.0,97,46,51,1,1594619676,1594619676
33596,2159530,760,eduardowb,846.0,-2,-4.0,4.0,70,31,39,2,1594607679,1594607679
33597,2137738,760,mrojasc89,930.0,-2,-6.0,2.0,36,13,23,2,1593476932,1593476932
33598,2086366,760,Tom Bombadil,824.0,-2,-2.0,1.0,12,3,9,1,1593568126,1593568126
33599,2073414,760,PAPAWISE,951.0,-1,-4.0,5.0,34,12,22,0,1594015911,1594015911
33600,2061426,760,Ζ,990.0,1,-7.0,2.0,31,10,21,0,1593157548,1593157548
33601,347421,760,KoKo,1068.0,1,-15.0,4.0,70,27,43,2,1593040041,1593040041
33602,1905793,760,Polsky D. Pirateking,791.0,-1,-1.0,1.0,11,2,9,0,1593382573,1593382573
33603,1885788,760,Adriano,880.0,-1,-6.0,4.0,68,31,37,0,1594658595,1594658595
33604,1759162,760,Dalpandeire,882.0,-3,-5.0,6.0,392,193,199,8,1594568612,1594568612
33605,1752610,760,CarognaVera,1010.0,-4,-8.0,8.0,669,330,339,24,1594677155,1594677155
33606,1693974,760,Pablo Escobar,917.0,-3,-5.0,5.0,113,51,62,0,1594487820,1594487820
33607,1202438,760,Legolas08152,954.0,1,-10.0,3.0,25,8,17,2,1593013472,1593013472
33608,1050047,759,crewemac,931.0,1,-6.0,3.0,25,8,17,0,1594426551,1594426551
33609,14937,759,koko;,810.0,-1,-7.0,6.0,149,69,80,9,1594397973,1594397973
33610,266912,759,ugoose,810.0,-2,-2.0,3.0,25,9,16,0,1594693151,1594693151
33611,760173,759,sunshine,831.0,-3,-7.0,6.0,178,87,91,15,1594432334,1594432334
33612,736640,759,Rennlowe,927.0,2,-7.0,4.0,64,26,38,1,1594062607,1594062607
33613,730267,759,hisensse,779.0,3,-5.0,5.0,59,27,32,4,1594689215,1594689215
33614,486506,759,Wchairgod,840.0,1,-4.0,1.0,17,6,11,0,1594627444,1594627444
33615,3043401,759,storyn19475,763.0,2,-6.0,2.0,31,13,18,1,1594670856,1594670856
33616,2937266,759,xiao lian cs.money,759.0,2,1.0,2.0,11,3,8,0,1594612940,1594612940
33617,2824044,759,Zordon Krul Anala,963.0,-5,-6.0,3.0,41,14,27,0,1594240745,1594240745
33618,2754798,759,SadisticZizi,869.0,-2,-5.0,5.0,65,28,37,2,1594572651,1594572651
33619,2642081,759,El Brendo The Conqueror,845.0,3,-6.0,3.0,26,9,17,0,1594580880,1594580880
33620,2607314,759,ganicos,813.0,-1,-5.0,5.0,125,61,64,0,1594633246,1594633246
33621,2532753,759,TrondH,857.0,-2,-6.0,4.0,56,24,32,0,1593281613,1593281613
33622,2486639,759,MrSplit3556,759.0,-5,-5.0,-5.0,10,2,8,0,1593969508,1593969508
33623,2402804,759,GoodJohn23,849.0,1,-5.0,5.0,31,12,19,2,1594659896,1594659896
33624,2338607,759,bhikkustanley,806.0,-3,-3.0,3.0,25,12,13,2,1594590478,1594590478
33625,2249481,759,Haze,840.0,1,-6.0,7.0,336,166,170,0,1594679770,1594679770
33626,2156235,759,SirG9681,968.0,-4,-7.0,6.0,81,36,45,0,1594661357,1594661357
33627,2143804,759,benjamin-powell92,823.0,-2,-2.0,3.0,12,5,7,0,1592338033,1592338033
33628,2083811,759,thonioliento,802.0,-1,-8.0,4.0,48,21,27,0,1594167917,1594167917
33629,2040717,759,Liguria,967.0,-2,-11.0,3.0,33,8,25,2,1594133095,1594133095
33630,1900949,759,capreme,791.0,-2,-2.0,3.0,26,10,16,0,1594651764,1594651764
33631,1842747,759,billigertheurer,989.0,3,-8.0,4.0,119,55,64,1,1593947249,1593947249
33632,1761892,759,那一夜,891.0,2,-5.0,5.0,226,106,120,0,1594695057,1594695057
33633,1614388,759,Issascabbia,907.0,1,-6.0,6.0,231,114,117,9,1593184147,1593184147
33634,1613348,759,BabyBird,856.0,1,-5.0,2.0,21,7,14,0,1594691979,1594691979
33635,1381092,759,RedundantCub48,885.0,-6,-6.0,3.0,20,6,14,2,1593894912,1593894912
33636,1312166,759,Cryptosenpai,836.0,1,-6.0,4.0,40,17,23,0,1593116160,1593116160
33637,1299045,759,Hydropris,871.0,1,-11.0,8.0,286,144,142,1,1594576671,1594576671
33638,1270295,759,felipe.bueno.p,852.0,-5,-6.0,5.0,207,98,109,5,1594676581,1594676581
33639,991151,758,Eason,942.0,-17,-17.0,-10.0,17,0,17,0,1593213832,1593213832
33640,272021,758,Xeno,937.0,-3,-7.0,5.0,203,96,107,2,1594576881,1594576881
33641,906533,758,channel3games,819.0,-1,-8.0,7.0,273,134,139,2,1594668054,1594668054
33642,898050,758,betchaaa,829.0,-4,-4.0,5.0,69,31,38,2,1594399607,1594399607
33643,825009,758,The__Great__Khan,876.0,1,-7.0,7.0,371,184,187,6,1594575753,1594575753
33644,527974,758,ShinyShaman,1016.0,1,-10.0,5.0,106,47,59,0,1594676933,1594676933
33645,236302,758,Gandalf le gris,938.0,-1,-8.0,6.0,356,173,183,20,1593313209,1593313209
33646,2870707,758,POMEZRANGER,930.0,1,-3.0,2.0,31,11,20,1,1594336963,1594336963
33647,2533291,758,Sam,792.0,-2,-7.0,7.0,35,16,19,0,1594654525,1594654525
33648,2646858,758,Lord_Panhandle,927.0,1,-6.0,6.0,105,48,57,0,1594585647,1594585647
33649,2630583,758,Per Curiam,811.0,-1,-2.0,4.0,17,6,11,1,1592631048,1592631048
33650,2628838,758,Hidden Monkey,965.0,-1,-5.0,4.0,43,16,27,0,1594526027,1594526027
33651,2605778,758,Proxis,847.0,1,-8.0,9.0,117,54,63,3,1594693554,1594693554
33652,2477261,758,liquid temper,868.0,-2,-5.0,1.0,16,4,12,0,1593198714,1593198714
33653,2475365,758,Chonson,790.0,-1,-1.0,1.0,11,3,8,0,1594675953,1594675953
33654,2457942,758,Skywalker10,823.0,1,-3.0,2.0,16,5,11,1,1594482083,1594482083
33655,2404644,758,FELLS04,824.0,-1,-6.0,7.0,148,72,76,1,1594689292,1594689292
33656,2358564,758,Ronald,842.0,1,-2.0,1.0,21,6,15,0,1594132232,1594132232
33657,2290824,758,bastiendupe,822.0,-4,-4.0,5.0,45,23,22,3,1593723692,1593723692
33658,2261402,758,Divesh Dadhich,983.0,2,-7.0,3.0,122,57,65,5,1594654543,1594654543
33659,2212787,758,Deux,789.0,1,-3.0,1.0,13,3,10,0,1594446574,1594446574
33660,2116514,758,GhoOs4~,758.0,-1,-1.0,-1.0,10,3,7,0,1593516843,1593516843
33661,2019577,758,Gaboto94,822.0,-1,-4.0,9.0,160,76,84,3,1594694057,1594694057
33662,2017944,758,caavalosj,809.0,-2,-7.0,2.0,15,5,10,1,1593754860,1593754860
33663,2007121,758,Akiditya,786.0,-1,-2.0,2.0,20,7,13,4,1594643542,1594643542
33664,2006740,758,Valak5588,935.0,2,-6.0,6.0,138,64,74,0,1594656420,1594656420
33665,1986636,758,Gaegaet,758.0,2,-1.0,2.0,13,4,9,0,1593247420,1593247420
33666,1849730,758,farm!,834.0,-1,-5.0,3.0,30,11,19,0,1593069526,1593069526
33667,1844598,758,dorj222,849.0,-5,-5.0,-2.0,13,3,10,0,1594575540,1594575540
33668,334162,758,Crazypronz,829.0,2,-5.0,3.0,55,25,30,1,1594690178,1594690178
33669,1267467,758,xrobibn,1001.0,-7,-7.0,5.0,83,36,47,6,1593280515,1593280515
33670,1253574,758,roqajunior,758.0,-4,-4.0,-4.0,10,2,8,2,1593687683,1593687683
33671,685061,757,Calradia7943,773.0,3,-8.0,4.0,94,40,54,7,1593730471,1593730471
33672,609494,757,Discarded Napkin,896.0,-1,-8.0,5.0,78,35,43,1,1594511844,1594511844
33673,3032526,757,月影,788.0,-1,-2.0,2.0,14,4,10,1,1594281285,1594281285
33674,2950662,757,TDoggy,895.0,1,-6.0,4.0,38,14,24,1,1594639705,1594639705
33675,2858276,757,Scitz,947.0,1,-6.0,4.0,50,20,30,1,1594212421,1594212421
33676,2846471,757,勇者ノム,928.0,-1,-6.0,3.0,44,17,27,0,1594672396,1594672396
33677,93753,757,Oxflow42,785.0,-1,-2.0,1.0,18,6,12,3,1592853378,1592853378
33678,2678171,757,scotty1511,778.0,-1,-6.0,3.0,18,6,12,0,1592489330,1592489330
33679,401751,757,Marcos Riffel,855.0,-1,-5.0,6.0,254,124,130,7,1594684551,1594684551
33680,2529084,757,VicRol,978.0,-7,-7.0,1.0,29,8,21,0,1594289054,1594289054
33681,387763,757,Sylvari,769.0,1,-4.0,3.0,25,10,15,3,1592587879,1592587879
33682,2428903,757,Olof Berserker,857.0,-3,-6.0,1.0,18,5,13,2,1592682159,1592682159
33683,2422025,757,pineapple,763.0,1,-2.0,2.0,17,6,11,0,1594621519,1594621519
33684,2361122,757,hermesvegas,820.0,-2,-2.0,2.0,12,3,9,0,1593169331,1593169331
33685,2244083,757,Bozztang,995.0,2,-8.0,6.0,81,34,47,2,1594125397,1594125397
33686,366271,757,Sickbambam,988.0,-3,-5.0,2.0,36,12,24,0,1593893856,1593893856
33687,2195942,757,Rudi HaGa,834.0,-1,-3.0,1.0,19,6,13,0,1592696150,1592696150
33688,2152694,757,DigitalJo4,890.0,-2,-5.0,3.0,43,17,26,0,1594317110,1594317110
33689,2020379,757,sikilatci,842.0,-1,-4.0,2.0,22,7,15,5,1593314647,1593314647
33690,2005196,757,potato_ass420,923.0,-3,-6.0,2.0,32,11,21,2,1593322450,1593322450
33691,1980906,757,patamoje,914.0,1,-5.0,3.0,34,11,23,1,1592780822,1592780822
33692,346804,757,✪ El viejo de Barba Blanca,893.0,-2,-8.0,5.0,158,75,83,22,1593119854,1593119854
33693,1912306,757,adamsawesome326,813.0,-2,-5.0,5.0,90,43,47,7,1593866239,1593866239
33694,1892197,757,Bald_Menace,846.0,-3,-5.0,5.0,49,21,28,4,1592779626,1592779626
33695,1808667,757,daviddosch,806.0,-1,-9.0,2.0,23,8,15,0,1593574514,1593574514
33696,360694,757,maxkes,782.0,-1,-3.0,1.0,16,5,11,0,1594576659,1594576659
33697,295762,757,karllanister,944.0,-4,-8.0,1.0,27,8,19,1,1593315761,1593315761
33698,1312213,757,Minotothor,809.0,1,-4.0,3.0,35,14,21,0,1594668536,1594668536
33699,1014038,756,DarkWichama,883.0,3,-9.0,5.0,239,116,123,2,1594327212,1594327212
33700,742379,756,LegendBreak,929.0,-2,-10.0,5.0,40,16,24,0,1592521498,1592521498
33701,724221,756,kevin_the_menance,828.0,1,-7.0,6.0,417,202,215,9,1594584402,1594584402
33702,573714,756,r2d2_9,954.0,1,-6.0,2.0,50,18,32,11,1594641852,1594641852
33703,3059123,756,DarthMaul444,917.0,-6,-6.0,3.0,17,5,12,0,1594572023,1594572023
33704,3037200,756,InvaderDM,873.0,1,-5.0,2.0,34,13,21,0,1594665374,1594665374
33705,2619871,756,Ezi,973.0,-1,-8.0,3.0,30,9,21,1,1594112879,1594112879
33706,2561044,756,carlosuamx1,920.0,2,-6.0,3.0,58,24,34,3,1594599769,1594599769
33707,2545947,756,BEAST,829.0,-4,-7.0,3.0,20,6,14,1,1594571220,1594571220
33708,2528257,756,Nemesis,919.0,-1,-5.0,6.0,144,66,78,0,1594552420,1594552420
33709,2512963,756,SendNewts,785.0,-5,-5.0,-4.0,11,2,9,0,1594649906,1594649906
33710,2476475,756,Patato3000,810.0,5,-6.0,7.0,76,35,41,4,1594629560,1594629560
33711,2456057,756,Toast My Bum,756.0,-2,-2.0,-2.0,10,2,8,0,1594170388,1594170388
33712,2423408,756,HugoManBlog,972.0,-4,-6.0,3.0,55,22,33,4,1594690362,1594690362
33713,2374552,756,justwinning14,785.0,1,-11.0,6.0,50,24,26,1,1594694054,1594694054
33714,2355798,756,_better_call_paul,870.0,-1,-4.0,1.0,17,5,12,1,1593817173,1593817173
33715,2251977,756,Hugue,798.0,-1,-9.0,5.0,128,62,66,6,1594688702,1594688702
33716,367716,756,Guillo,856.0,2,-5.0,3.0,75,33,42,2,1594686034,1594686034
33717,2204824,756,agin.vyas,756.0,-1,-1.0,-1.0,10,2,8,0,1593421708,1593421708
33718,2097003,756,dkdev,852.0,2,-8.0,6.0,40,16,24,0,1593872842,1593872842
33719,2056757,756,Ronin Blade,844.0,-1,-8.0,9.0,233,115,118,16,1594512104,1594512104
33720,2031294,756,ndfoufou,768.0,2,-3.0,3.0,20,8,12,1,1594599185,1594599185
33721,1833729,756,Atahualpa1492,805.0,-2,-6.0,4.0,43,19,24,0,1594333249,1594333249
33722,1014296,755,ffMathy,818.0,2,-7.0,5.0,115,55,60,4,1594671797,1594671797
33723,678343,755,luu~,896.0,-6,-6.0,-1.0,15,4,11,0,1594165630,1594165630
33724,635505,755,Luckerman,969.0,1,-6.0,5.0,123,55,68,1,1594462370,1594462370
33725,609087,755,ZHENYABRUSS,830.0,-1,-4.0,4.0,27,10,17,2,1594172748,1594172748
33726,563803,755,bebetter77,858.0,-2,-5.0,4.0,189,91,98,2,1594542315,1594542315
33727,2965563,755,ramirosky,919.0,-9,-9.0,-3.0,16,4,12,0,1593752284,1593752284
33728,2714357,755,lord_matiak11,938.0,-1,-6.0,7.0,217,103,114,7,1594668236,1594668236
33729,2713234,755,samtodd,755.0,2,-4.0,4.0,23,10,13,0,1594601502,1594601502
33730,2683737,755,dannoxhero,979.0,1,-6.0,1.0,26,8,18,0,1594597540,1594597540
33731,2645331,755,philippe.hasperue,938.0,1,-9.0,2.0,33,11,22,0,1593002540,1593002540
33732,2553207,755,s02jo5,755.0,-2,-2.0,-2.0,10,2,8,0,1594508146,1594508146
33733,2483793,755,jbltdr,809.0,1,-4.0,6.0,127,63,64,3,1594225806,1594225806
33734,388688,755,Yinyang,784.0,-5,-5.0,-4.0,11,2,9,1,1593627348,1593627348
33735,2407189,755,King Tero,835.0,-1,-4.0,1.0,15,4,11,0,1593898180,1593898180
33736,2293385,755,pp_empire,866.0,-1,-6.0,2.0,22,7,15,2,1594312394,1594312394
33737,2265348,755,Lord Of Hamburg,889.0,-1,-7.0,5.0,225,108,117,3,1593903319,1593903319
33738,2233523,755,ichbinagvs,915.0,1,-8.0,5.0,86,38,48,2,1594075234,1594075234
33739,2222556,755,Wishmaster,755.0,-1,-1.0,-1.0,10,2,8,0,1593896783,1593896783
33740,2205491,755,CeTous,830.0,-3,-3.0,4.0,43,18,25,0,1594694341,1594694341
33741,2087581,755,cenkaydin61,871.0,2,-6.0,2.0,21,7,14,0,1593120426,1593120426
33742,2084751,755,opretis,902.0,1,-4.0,2.0,33,12,21,1,1592762923,1592762923
33743,2050698,755,Battlemage,852.0,3,-6.0,3.0,23,8,15,0,1593500976,1593500976
33744,2039985,755,diegocarlosignacio,836.0,-2,-5.0,7.0,155,75,80,1,1594674270,1594674270
33745,1944767,755,Prince Charmant,878.0,-3,-3.0,3.0,29,10,19,0,1592558123,1592558123
33746,1909473,755,thorphn,930.0,1,-8.0,4.0,48,19,29,0,1594571641,1594571641
33747,1873644,755,mezois34,838.0,-1,-6.0,4.0,95,43,52,1,1593186648,1593186648
33748,1317462,755,andrefigueiro,871.0,3,-5.0,6.0,49,21,28,4,1593997266,1593997266
33749,788715,754,aj.quevedos,1025.0,-2,-6.0,3.0,65,26,39,0,1594409724,1594409724
33750,516639,754,julienmarley_s,841.0,-5,-5.0,5.0,68,29,39,1,1594655922,1594655922
33751,478102,754,B1uE,1015.0,1,-9.0,3.0,58,22,36,0,1594530286,1594530286
33752,2884750,754,theGroFaz,830.0,1,-3.0,7.0,62,28,34,0,1594599850,1594599850
33753,2849503,754,julyrega,754.0,1,1.0,1.0,10,2,8,0,1594567211,1594567211
33754,2747615,754,Witch-king of Angmar,844.0,-7,-7.0,-4.0,13,3,10,0,1592764309,1592764309
33755,2678812,754,Thomas Dambrun / Flizz_,781.0,-5,-5.0,-4.0,11,3,8,0,1592835146,1592835146
33756,2671643,754,123,754.0,2,1.0,2.0,11,4,7,0,1594693500,1594693500
33757,2527103,754,Cricru,885.0,1,-8.0,4.0,76,33,43,0,1593976970,1593976970
33758,2525550,754,LifelessSquash,870.0,-2,-4.0,1.0,16,5,11,0,1594277844,1594277844
33759,2478143,754,diegomcantor,839.0,-9,-9.0,-6.0,13,1,12,0,1593899480,1593899480
33760,2412520,754,TOURS01,785.0,-2,-10.0,6.0,159,77,82,1,1594312268,1594312268
33761,2337502,754,it,868.0,-5,-5.0,3.0,27,9,18,0,1594414714,1594414714
33762,2309376,754,Nicute,897.0,-3,-3.0,2.0,24,8,16,1,1594606720,1594606720
33763,2166856,754,azarou.hamza,879.0,1,-5.0,3.0,36,15,21,0,1594471511,1594471511
33764,2123409,754,GreatGatsby,865.0,-4,-8.0,1.0,16,4,12,0,1594694172,1594694172
33765,2104001,754,Eljardinero,791.0,1,-4.0,4.0,52,24,28,2,1592650203,1592650203
33766,1955477,754,Camilo Cienfuegos,877.0,2,-4.0,4.0,41,17,24,0,1594680103,1594680103
33767,1934352,754,Shmoequey,987.0,-7,-7.0,2.0,27,8,19,0,1592917718,1592917718
33768,1875903,754,Mewin2457,936.0,-1,-5.0,3.0,32,11,21,0,1594235021,1594235021
33769,1441131,754,Pleitegeier,937.0,-4,-7.0,10.0,99,45,54,6,1593959107,1593959107
33770,1349039,754,AutistaQliao,851.0,-3,-3.0,1.0,22,7,15,0,1592339700,1592339700
33771,1246649,754,Mgeekgames,756.0,1,-4.0,3.0,53,24,29,1,1593544338,1593544338
33772,1145430,753,silverappples,878.0,-1,-7.0,7.0,223,103,120,1,1594637831,1594637831
33773,1006860,753,大哥大嫂过年好,888.0,-1,-13.0,10.0,275,133,142,3,1594635833,1594635833
33774,21046,753,STONEHENGE2037,829.0,-1,-8.0,6.0,41,16,25,0,1594579911,1594579911
33775,2763751,753,Tovar086,857.0,-1,-10.0,4.0,30,12,18,0,1593407300,1593407300
33776,2745339,753,DrilonKi,839.0,-1,-5.0,1.0,15,4,11,0,1594458892,1594458892
33777,2666783,753,thegrelon,887.0,-1,-6.0,6.0,66,30,36,0,1594677205,1594677205
33778,2653498,753,8000frier,893.0,-3,-4.0,3.0,28,10,18,0,1594673948,1594673948
33779,2550346,753,Nurcio,846.0,1,-5.0,1.0,17,3,14,0,1594587114,1594587114
33780,2532122,753,ragorui,784.0,2,-4.0,5.0,66,30,36,0,1594458030,1594458030
33781,2504823,753,schlopod,936.0,-4,-5.0,1.0,27,8,19,2,1593764423,1593764423
33782,2369617,753,Ale,778.0,1,-3.0,5.0,50,23,27,0,1594678110,1594678110
33783,2330088,753,arnaud.wright,798.0,-1,-7.0,5.0,37,16,21,1,1594666412,1594666412
33784,2328291,753,MP,865.0,-1,-6.0,4.0,44,18,26,1,1594625307,1594625307
33785,2291550,753,ederps24,857.0,2,-8.0,7.0,63,27,36,5,1594083726,1594083726
33786,2250082,753,Maribona1994,817.0,1,-5.0,1.0,14,4,10,0,1593189632,1593189632
33787,2238570,753,Jassyfit,817.0,-2,-3.0,3.0,30,11,19,0,1593240229,1593240229
33788,1424789,753,AL,811.0,-2,-2.0,1.0,12,3,9,0,1594598380,1594598380
33789,2059428,753,Gabok,753.0,1,1.0,1.0,10,3,7,0,1592611765,1592611765
33790,2023869,753,yassine.el.khattabi,819.0,-1,-3.0,8.0,37,16,21,2,1594241149,1594241149
33791,1962454,753,nimalan1992,899.0,-5,-5.0,2.0,15,4,11,0,1593879778,1593879778
33792,1940657,753,MFM,859.0,-1,-10.0,7.0,677,327,350,5,1594679623,1594679623
33793,1878699,753,jonathan_yf,830.0,-3,-3.0,2.0,16,5,11,0,1594470587,1594470587
33794,1832878,753,jamiesmith86,942.0,3,-7.0,5.0,128,58,70,5,1594591445,1594591445
33795,1398952,753,[KG-G]Barz-Vader|HG,808.0,-3,-4.0,4.0,20,7,13,0,1594506523,1594506523
33796,1352662,753,Panzon5937,828.0,-2,-4.0,4.0,93,43,50,3,1593989759,1593989759
33797,1081739,752,~,819.0,-2,-6.0,5.0,61,27,34,0,1592638930,1592638930
33798,816523,752,Sailorboy73,906.0,1,-8.0,7.0,130,62,68,2,1594598220,1594598220
33799,235072,752,matze2003,819.0,1,-6.0,4.0,45,20,25,2,1594678654,1594678654
